Date, Hveg, thres_veg_1, thres_veg_2, LSAI, canopy fraction, decay coeff, snow burial coeff, root depth, min stomatal res
24/02/2011 00:00, 45.01,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
25/02/2011 00:00, 44.94,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
26/02/2011 00:00, 46.24,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
27/02/2011 00:00, 44.93,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
28/02/2011 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
01/03/2011 00:00, 44.92,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
02/03/2011 00:00, 46.16,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
03/03/2011 00:00, 44.97,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
04/03/2011 00:00, 44.98,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
05/03/2011 00:00, 44.99,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
06/03/2011 00:00, 46.22,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
07/03/2011 00:00, 46.78,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
08/03/2011 00:00, 44.88,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
09/03/2011 00:00, 44.95,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
10/03/2011 00:00, 45.92,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
11/03/2011 00:00, 46.94,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
12/03/2011 00:00, 46.62,  0.00,  0.00,  0.47,  0.21,  2.50,  1.00,300.00, 30.00
13/03/2011 00:00, 46.02,  0.00,  0.00,  0.46,  0.21,  2.50,  1.00,300.00, 30.00
14/03/2011 00:00, 45.40,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
15/03/2011 00:00, 45.34,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
16/03/2011 00:00, 45.57,  0.00,  0.00,  0.46,  0.20,  2.50,  1.00,300.00, 30.00
17/03/2011 00:00, 45.21,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
18/03/2011 00:00, 45.31,  0.00,  0.00,  0.45,  0.20,  2.50,  1.00,300.00, 30.00
19/03/2011 00:00, 48.54,  0.00,  0.00,  0.49,  0.22,  2.50,  1.00,300.00, 30.00
20/03/2011 00:00, 49.45,  0.00,  0.00,  0.49,  0.22,  2.50,  1.00,300.00, 30.00
21/03/2011 00:00, 49.20,  0.00,  0.00,  0.49,  0.22,  2.50,  1.00,300.00, 30.00
22/03/2011 00:00, 49.57,  0.00,  0.00,  0.50,  0.22,  2.50,  1.00,300.00, 30.00
23/03/2011 00:00, 51.06,  0.00,  0.00,  0.51,  0.23,  2.50,  1.00,300.00, 30.00
24/03/2011 00:00, 53.93,  0.00,  0.00,  0.54,  0.24,  2.50,  1.00,300.00, 30.00
25/03/2011 00:00, 57.26,  0.00,  0.00,  0.57,  0.25,  2.50,  1.00,300.00, 30.00
26/03/2011 00:00, 60.79,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
27/03/2011 00:00, 63.73,  0.00,  0.00,  0.64,  0.27,  2.50,  1.00,300.00, 30.00
28/03/2011 00:00, 66.19,  0.00,  0.00,  0.66,  0.28,  2.50,  1.00,300.00, 30.00
29/03/2011 00:00, 68.33,  0.00,  0.00,  0.68,  0.29,  2.50,  1.00,300.00, 30.00
30/03/2011 00:00, 71.74,  0.00,  0.00,  0.72,  0.30,  2.50,  1.00,300.00, 30.00
31/03/2011 00:00, 75.27,  0.00,  0.00,  0.75,  0.31,  2.50,  1.00,300.00, 30.00
01/04/2011 00:00, 79.35,  0.00,  0.00,  0.79,  0.33,  2.50,  1.00,300.00, 30.00
02/04/2011 00:00, 84.97,  0.00,  0.00,  0.85,  0.35,  2.50,  1.00,300.00, 30.00
03/04/2011 00:00, 90.81,  0.00,  0.00,  0.91,  0.36,  2.50,  1.00,300.00, 30.00
04/04/2011 00:00, 97.05,  0.00,  0.00,  0.97,  0.38,  2.50,  1.00,300.00, 30.00
05/04/2011 00:00, 98.75,  0.00,  0.00,  0.99,  0.39,  2.50,  1.00,300.00, 30.00
06/04/2011 00:00,103.26,  0.00,  0.00,  1.03,  0.40,  2.50,  1.00,300.00, 30.00
07/04/2011 00:00,110.17,  0.00,  0.00,  1.10,  0.42,  2.50,  1.00,300.00, 30.00
08/04/2011 00:00,118.22,  0.00,  0.00,  1.18,  0.45,  2.50,  1.00,300.00, 30.00
09/04/2011 00:00,125.89,  0.00,  0.00,  1.26,  0.47,  2.50,  1.00,300.00, 30.00
10/04/2011 00:00,134.24,  0.00,  0.00,  1.34,  0.49,  2.50,  1.00,300.00, 30.00
11/04/2011 00:00,142.67,  0.00,  0.00,  1.43,  0.51,  2.50,  1.00,300.00, 30.00
12/04/2011 00:00,150.73,  0.00,  0.00,  1.51,  0.53,  2.50,  1.00,300.00, 30.00
13/04/2011 00:00,154.15,  0.00,  0.00,  1.54,  0.54,  2.50,  1.00,300.00, 30.00
14/04/2011 00:00,153.96,  0.00,  0.00,  1.54,  0.54,  2.50,  1.00,300.00, 30.00
15/04/2011 00:00,153.56,  0.00,  0.00,  1.54,  0.54,  2.50,  1.00,300.00, 30.00
16/04/2011 00:00,153.82,  0.00,  0.00,  1.54,  0.54,  2.50,  1.00,300.00, 30.00
17/04/2011 00:00,155.51,  0.00,  0.00,  1.56,  0.54,  2.50,  1.00,300.00, 30.00
18/04/2011 00:00,157.71,  0.00,  0.00,  1.58,  0.55,  2.50,  1.00,300.00, 30.00
19/04/2011 00:00,161.80,  0.00,  0.00,  1.62,  0.55,  2.50,  1.00,300.00, 30.00
20/04/2011 00:00,164.02,  0.00,  0.00,  1.64,  0.56,  2.50,  1.00,300.00, 30.00
21/04/2011 00:00,166.82,  0.00,  0.00,  1.67,  0.57,  2.50,  1.00,300.00, 30.00
22/04/2011 00:00,173.77,  0.00,  0.00,  1.74,  0.58,  2.50,  1.00,300.00, 30.00
23/04/2011 00:00,176.39,  0.00,  0.00,  1.76,  0.59,  2.50,  1.00,300.00, 30.00
24/04/2011 00:00,177.09,  0.00,  0.00,  1.77,  0.59,  2.50,  1.00,300.00, 30.00
25/04/2011 00:00,177.98,  0.00,  0.00,  1.78,  0.59,  2.50,  1.00,300.00, 30.00
26/04/2011 00:00,178.04,  0.00,  0.00,  1.78,  0.59,  2.50,  1.00,300.00, 30.00
27/04/2011 00:00,176.70,  0.00,  0.00,  1.77,  0.59,  2.50,  1.00,300.00, 30.00
28/04/2011 00:00,174.87,  0.00,  0.00,  1.75,  0.58,  2.50,  1.00,300.00, 30.00
29/04/2011 00:00,173.00,  0.00,  0.00,  1.73,  0.58,  2.50,  1.00,300.00, 30.00
30/04/2011 00:00,170.95,  0.00,  0.00,  1.71,  0.57,  2.50,  1.00,300.00, 30.00
01/05/2011 00:00,169.14,  0.00,  0.00,  1.69,  0.57,  2.50,  1.00,300.00, 30.00
02/05/2011 00:00,167.36,  0.00,  0.00,  1.67,  0.57,  2.50,  1.00,300.00, 30.00
03/05/2011 00:00,165.49,  0.00,  0.00,  1.65,  0.56,  2.50,  1.00,300.00, 30.00
04/05/2011 00:00,163.47,  0.00,  0.00,  1.63,  0.56,  2.50,  1.00,300.00, 30.00
05/05/2011 00:00,161.54,  0.00,  0.00,  1.62,  0.55,  2.50,  1.00,300.00, 30.00
06/05/2011 00:00,159.67,  0.00,  0.00,  1.60,  0.55,  2.50,  1.00,300.00, 30.00
07/05/2011 00:00,158.05,  0.00,  0.00,  1.58,  0.55,  2.50,  1.00,300.00, 30.00
08/05/2011 00:00,156.10,  0.00,  0.00,  1.56,  0.54,  2.50,  1.00,300.00, 30.00
09/05/2011 00:00,157.88,  0.00,  0.00,  1.58,  0.55,  2.50,  1.00,300.00, 30.00
10/05/2011 00:00,164.94,  0.00,  0.00,  1.65,  0.56,  2.50,  1.00,300.00, 30.00
11/05/2011 00:00,172.92,  0.00,  0.00,  1.73,  0.58,  2.50,  1.00,300.00, 30.00
12/05/2011 00:00,179.22,  0.00,  0.00,  1.79,  0.59,  2.50,  1.00,300.00, 30.00
13/05/2011 00:00,182.14,  0.00,  0.00,  1.82,  0.60,  2.50,  1.00,300.00, 30.00
14/05/2011 00:00,189.89,  0.00,  0.00,  1.90,  0.61,  2.50,  1.00,300.00, 30.00
15/05/2011 00:00,197.99,  0.00,  0.00,  1.98,  0.63,  2.50,  1.00,300.00, 30.00
16/05/2011 00:00,199.27,  0.00,  0.00,  1.99,  0.63,  2.50,  1.00,300.00, 30.00
17/05/2011 00:00,201.30,  0.00,  0.00,  2.01,  0.63,  2.50,  1.00,300.00, 30.00
18/05/2011 00:00,209.02,  0.00,  0.00,  2.09,  0.65,  2.50,  1.00,300.00, 30.00
19/05/2011 00:00,218.00,  0.00,  0.00,  2.18,  0.66,  2.50,  1.00,300.00, 30.00
20/05/2011 00:00,228.97,  0.00,  0.00,  2.29,  0.68,  2.50,  1.00,300.00, 30.00
21/05/2011 00:00,240.35,  0.00,  0.00,  2.40,  0.70,  2.50,  1.00,300.00, 30.00
22/05/2011 00:00,249.24,  0.00,  0.00,  2.49,  0.71,  2.50,  1.00,300.00, 30.00
23/05/2011 00:00,259.69,  0.00,  0.00,  2.60,  0.73,  2.50,  1.00,300.00, 30.00
24/05/2011 00:00,272.87,  0.00,  0.00,  2.73,  0.74,  2.50,  1.00,300.00, 30.00
25/05/2011 00:00,286.02,  0.00,  0.00,  2.86,  0.76,  2.50,  1.00,300.00, 30.00
26/05/2011 00:00,299.75,  0.00,  0.00,  3.00,  0.78,  2.50,  1.00,300.00, 30.00
27/05/2011 00:00,311.64,  0.00,  0.00,  3.12,  0.79,  2.50,  1.00,300.00, 30.00
28/05/2011 00:00,316.02,  0.00,  0.00,  3.16,  0.79,  2.50,  1.00,300.00, 30.00
29/05/2011 00:00,334.53,  0.00,  0.00,  3.35,  0.81,  2.50,  1.00,300.00, 30.00
30/05/2011 00:00,346.98,  0.00,  0.00,  3.47,  0.82,  2.50,  1.00,300.00, 30.00
31/05/2011 00:00,361.03,  0.00,  0.00,  3.61,  0.84,  2.50,  1.00,300.00, 30.00
01/06/2011 00:00,372.50,  0.00,  0.00,  3.73,  0.84,  2.50,  1.00,300.00, 30.00
02/06/2011 00:00,375.30,  0.00,  0.00,  3.75,  0.85,  2.50,  1.00,300.00, 30.00
03/06/2011 00:00,381.23,  0.00,  0.00,  3.81,  0.85,  2.50,  1.00,300.00, 30.00
04/06/2011 00:00,389.34,  0.00,  0.00,  3.89,  0.86,  2.50,  1.00,300.00, 30.00
05/06/2011 00:00,397.16,  0.00,  0.00,  3.97,  0.86,  2.50,  1.00,300.00, 30.00
06/06/2011 00:00,408.06,  0.00,  0.00,  4.08,  0.87,  2.50,  1.00,300.00, 30.00
07/06/2011 00:00,412.98,  0.00,  0.00,  4.13,  0.87,  2.50,  1.00,300.00, 30.00
08/06/2011 00:00,418.03,  0.00,  0.00,  4.18,  0.88,  2.50,  1.00,300.00, 30.00
09/06/2011 00:00,423.64,  0.00,  0.00,  4.24,  0.88,  2.50,  1.00,300.00, 30.00
10/06/2011 00:00,427.40,  0.00,  0.00,  4.27,  0.88,  2.50,  1.00,300.00, 30.00
11/06/2011 00:00,435.42,  0.00,  0.00,  4.35,  0.89,  2.50,  1.00,300.00, 30.00
12/06/2011 00:00,440.38,  0.00,  0.00,  4.40,  0.89,  2.50,  1.00,300.00, 30.00
13/06/2011 00:00,451.31,  0.00,  0.00,  4.51,  0.90,  2.50,  1.00,300.00, 30.00
14/06/2011 00:00,454.86,  0.00,  0.00,  4.55,  0.90,  2.50,  1.00,300.00, 30.00
15/06/2011 00:00,466.75,  0.00,  0.00,  4.67,  0.90,  2.50,  1.00,300.00, 30.00
16/06/2011 00:00,478.98,  0.00,  0.00,  4.79,  0.91,  2.50,  1.00,300.00, 30.00
17/06/2011 00:00,485.30,  0.00,  0.00,  4.85,  0.91,  2.50,  1.00,300.00, 30.00
18/06/2011 00:00,489.24,  0.00,  0.00,  4.89,  0.91,  2.50,  1.00,300.00, 30.00
19/06/2011 00:00,481.17,  0.00,  0.00,  4.81,  0.91,  2.50,  1.00,300.00, 30.00
20/06/2011 00:00,492.32,  0.00,  0.00,  4.92,  0.91,  2.50,  1.00,300.00, 30.00
21/06/2011 00:00,501.38,  0.00,  0.00,  5.01,  0.92,  2.50,  1.00,300.00, 30.00
22/06/2011 00:00,513.13,  0.00,  0.00,  5.13,  0.92,  2.50,  1.00,300.00, 30.00
23/06/2011 00:00,520.51,  0.00,  0.00,  5.21,  0.93,  2.50,  1.00,300.00, 30.00
24/06/2011 00:00,523.25,  0.00,  0.00,  5.23,  0.93,  2.50,  1.00,300.00, 30.00
25/06/2011 00:00,534.82,  0.00,  0.00,  5.35,  0.93,  2.50,  1.00,300.00, 30.00
26/06/2011 00:00, 53.77,  0.00,  0.00,  0.54,  0.24,  2.50,  1.00,300.00, 30.00
27/06/2011 00:00, 59.00,  0.00,  0.00,  0.59,  0.26,  2.50,  1.00,300.00, 30.00
28/06/2011 00:00, 64.87,  0.00,  0.00,  0.65,  0.28,  2.50,  1.00,300.00, 30.00
29/06/2011 00:00, 70.35,  0.00,  0.00,  0.70,  0.30,  2.50,  1.00,300.00, 30.00
30/06/2011 00:00, 76.39,  0.00,  0.00,  0.76,  0.32,  2.50,  1.00,300.00, 30.00
01/07/2011 00:00, 83.20,  0.00,  0.00,  0.83,  0.34,  2.50,  1.00,300.00, 30.00
02/07/2011 00:00, 89.76,  0.00,  0.00,  0.90,  0.36,  2.50,  1.00,300.00, 30.00
03/07/2011 00:00, 97.12,  0.00,  0.00,  0.97,  0.38,  2.50,  1.00,300.00, 30.00
04/07/2011 00:00,104.21,  0.00,  0.00,  1.04,  0.41,  2.50,  1.00,300.00, 30.00
05/07/2011 00:00,113.22,  0.00,  0.00,  1.13,  0.43,  2.50,  1.00,300.00, 30.00
06/07/2011 00:00,122.92,  0.00,  0.00,  1.23,  0.46,  2.50,  1.00,300.00, 30.00
07/07/2011 00:00,132.34,  0.00,  0.00,  1.32,  0.48,  2.50,  1.00,300.00, 30.00
08/07/2011 00:00,138.29,  0.00,  0.00,  1.38,  0.50,  2.50,  1.00,300.00, 30.00
09/07/2011 00:00,147.25,  0.00,  0.00,  1.47,  0.52,  2.50,  1.00,300.00, 30.00
10/07/2011 00:00,157.80,  0.00,  0.00,  1.58,  0.55,  2.50,  1.00,300.00, 30.00
11/07/2011 00:00,168.26,  0.00,  0.00,  1.68,  0.57,  2.50,  1.00,300.00, 30.00
12/07/2011 00:00,180.34,  0.00,  0.00,  1.80,  0.59,  2.50,  1.00,300.00, 30.00
13/07/2011 00:00,192.36,  0.00,  0.00,  1.92,  0.62,  2.50,  1.00,300.00, 30.00
14/07/2011 00:00,192.46,  0.00,  0.00,  1.92,  0.62,  2.50,  1.00,300.00, 30.00
15/07/2011 00:00,201.60,  0.00,  0.00,  2.02,  0.64,  2.50,  1.00,300.00, 30.00
16/07/2011 00:00,213.66,  0.00,  0.00,  2.14,  0.66,  2.50,  1.00,300.00, 30.00
17/07/2011 00:00,224.65,  0.00,  0.00,  2.25,  0.67,  2.50,  1.00,300.00, 30.00
18/07/2011 00:00,223.63,  0.00,  0.00,  2.24,  0.67,  2.50,  1.00,300.00, 30.00
19/07/2011 00:00,234.03,  0.00,  0.00,  2.34,  0.69,  2.50,  1.00,300.00, 30.00
20/07/2011 00:00,245.20,  0.00,  0.00,  2.45,  0.71,  2.50,  1.00,300.00, 30.00
21/07/2011 00:00,253.13,  0.00,  0.00,  2.53,  0.72,  2.50,  1.00,300.00, 30.00
22/07/2011 00:00,263.51,  0.00,  0.00,  2.64,  0.73,  2.50,  1.00,300.00, 30.00
23/07/2011 00:00,276.38,  0.00,  0.00,  2.76,  0.75,  2.50,  1.00,300.00, 30.00
24/07/2011 00:00,288.05,  0.00,  0.00,  2.88,  0.76,  2.50,  1.00,300.00, 30.00
25/07/2011 00:00,297.86,  0.00,  0.00,  2.98,  0.77,  2.50,  1.00,300.00, 30.00
26/07/2011 00:00,304.78,  0.00,  0.00,  3.05,  0.78,  2.50,  1.00,300.00, 30.00
27/07/2011 00:00,318.52,  0.00,  0.00,  3.19,  0.80,  2.50,  1.00,300.00, 30.00
28/07/2011 00:00,330.54,  0.00,  0.00,  3.31,  0.81,  2.50,  1.00,300.00, 30.00
29/07/2011 00:00,339.34,  0.00,  0.00,  3.39,  0.82,  2.50,  1.00,300.00, 30.00
30/07/2011 00:00,352.56,  0.00,  0.00,  3.53,  0.83,  2.50,  1.00,300.00, 30.00
31/07/2011 00:00,363.87,  0.00,  0.00,  3.64,  0.84,  2.50,  1.00,300.00, 30.00
01/08/2011 00:00,378.02,  0.00,  0.00,  3.78,  0.85,  2.50,  1.00,300.00, 30.00
02/08/2011 00:00,392.71,  0.00,  0.00,  3.93,  0.86,  2.50,  1.00,300.00, 30.00
03/08/2011 00:00,407.18,  0.00,  0.00,  4.07,  0.87,  2.50,  1.00,300.00, 30.00
04/08/2011 00:00,417.64,  0.00,  0.00,  4.18,  0.88,  2.50,  1.00,300.00, 30.00
05/08/2011 00:00,428.21,  0.00,  0.00,  4.28,  0.88,  2.50,  1.00,300.00, 30.00
06/08/2011 00:00,434.83,  0.00,  0.00,  4.35,  0.89,  2.50,  1.00,300.00, 30.00
07/08/2011 00:00,445.88,  0.00,  0.00,  4.46,  0.89,  2.50,  1.00,300.00, 30.00
08/08/2011 00:00,437.88,  0.00,  0.00,  4.38,  0.89,  2.50,  1.00,300.00, 30.00
09/08/2011 00:00, 53.89,  0.00,  0.00,  0.54,  0.24,  2.50,  1.00,300.00, 30.00
10/08/2011 00:00, 57.57,  0.00,  0.00,  0.58,  0.25,  2.50,  1.00,300.00, 30.00
11/08/2011 00:00, 62.49,  0.00,  0.00,  0.62,  0.27,  2.50,  1.00,300.00, 30.00
12/08/2011 00:00, 68.02,  0.00,  0.00,  0.68,  0.29,  2.50,  1.00,300.00, 30.00
13/08/2011 00:00, 73.38,  0.00,  0.00,  0.73,  0.31,  2.50,  1.00,300.00, 30.00
14/08/2011 00:00, 79.88,  0.00,  0.00,  0.80,  0.33,  2.50,  1.00,300.00, 30.00
15/08/2011 00:00, 86.94,  0.00,  0.00,  0.87,  0.35,  2.50,  1.00,300.00, 30.00
16/08/2011 00:00, 91.24,  0.00,  0.00,  0.91,  0.37,  2.50,  1.00,300.00, 30.00
17/08/2011 00:00, 98.92,  0.00,  0.00,  0.99,  0.39,  2.50,  1.00,300.00, 30.00
18/08/2011 00:00,107.35,  0.00,  0.00,  1.07,  0.42,  2.50,  1.00,300.00, 30.00
19/08/2011 00:00,116.11,  0.00,  0.00,  1.16,  0.44,  2.50,  1.00,300.00, 30.00
20/08/2011 00:00,123.48,  0.00,  0.00,  1.23,  0.46,  2.50,  1.00,300.00, 30.00
21/08/2011 00:00,131.32,  0.00,  0.00,  1.31,  0.48,  2.50,  1.00,300.00, 30.00
22/08/2011 00:00,139.79,  0.00,  0.00,  1.40,  0.50,  2.50,  1.00,300.00, 30.00
23/08/2011 00:00,148.30,  0.00,  0.00,  1.48,  0.52,  2.50,  1.00,300.00, 30.00
24/08/2011 00:00,157.27,  0.00,  0.00,  1.57,  0.54,  2.50,  1.00,300.00, 30.00
25/08/2011 00:00,165.61,  0.00,  0.00,  1.66,  0.56,  2.50,  1.00,300.00, 30.00
26/08/2011 00:00,173.94,  0.00,  0.00,  1.74,  0.58,  2.50,  1.00,300.00, 30.00
27/08/2011 00:00,181.98,  0.00,  0.00,  1.82,  0.60,  2.50,  1.00,300.00, 30.00
28/08/2011 00:00,187.40,  0.00,  0.00,  1.87,  0.61,  2.50,  1.00,300.00, 30.00
29/08/2011 00:00,198.37,  0.00,  0.00,  1.98,  0.63,  2.50,  1.00,300.00, 30.00
30/08/2011 00:00,209.59,  0.00,  0.00,  2.10,  0.65,  2.50,  1.00,300.00, 30.00
31/08/2011 00:00,219.10,  0.00,  0.00,  2.19,  0.67,  2.50,  1.00,300.00, 30.00
01/09/2011 00:00,229.59,  0.00,  0.00,  2.30,  0.68,  2.50,  1.00,300.00, 30.00
02/09/2011 00:00,233.81,  0.00,  0.00,  2.34,  0.69,  2.50,  1.00,300.00, 30.00
03/09/2011 00:00,243.15,  0.00,  0.00,  2.43,  0.70,  2.50,  1.00,300.00, 30.00
04/09/2011 00:00,255.30,  0.00,  0.00,  2.55,  0.72,  2.50,  1.00,300.00, 30.00
05/09/2011 00:00,251.06,  0.00,  0.00,  2.51,  0.72,  2.50,  1.00,300.00, 30.00
06/09/2011 00:00,254.86,  0.00,  0.00,  2.55,  0.72,  2.50,  1.00,300.00, 30.00
07/09/2011 00:00,266.71,  0.00,  0.00,  2.67,  0.74,  2.50,  1.00,300.00, 30.00
08/09/2011 00:00,277.32,  0.00,  0.00,  2.77,  0.75,  2.50,  1.00,300.00, 30.00
09/09/2011 00:00,276.77,  0.00,  0.00,  2.77,  0.75,  2.50,  1.00,300.00, 30.00
10/09/2011 00:00,287.62,  0.00,  0.00,  2.88,  0.76,  2.50,  1.00,300.00, 30.00
11/09/2011 00:00,299.95,  0.00,  0.00,  3.00,  0.78,  2.50,  1.00,300.00, 30.00
12/09/2011 00:00,311.76,  0.00,  0.00,  3.12,  0.79,  2.50,  1.00,300.00, 30.00
13/09/2011 00:00,324.22,  0.00,  0.00,  3.24,  0.80,  2.50,  1.00,300.00, 30.00
14/09/2011 00:00,336.34,  0.00,  0.00,  3.36,  0.81,  2.50,  1.00,300.00, 30.00
15/09/2011 00:00,347.38,  0.00,  0.00,  3.47,  0.82,  2.50,  1.00,300.00, 30.00
16/09/2011 00:00,359.07,  0.00,  0.00,  3.59,  0.83,  2.50,  1.00,300.00, 30.00
17/09/2011 00:00,370.12,  0.00,  0.00,  3.70,  0.84,  2.50,  1.00,300.00, 30.00
18/09/2011 00:00,376.49,  0.00,  0.00,  3.76,  0.85,  2.50,  1.00,300.00, 30.00
19/09/2011 00:00,371.14,  0.00,  0.00,  3.71,  0.84,  2.50,  1.00,300.00, 30.00
20/09/2011 00:00,375.64,  0.00,  0.00,  3.76,  0.85,  2.50,  1.00,300.00, 30.00
21/09/2011 00:00,383.58,  0.00,  0.00,  3.84,  0.85,  2.50,  1.00,300.00, 30.00
22/09/2011 00:00,394.50,  0.00,  0.00,  3.95,  0.86,  2.50,  1.00,300.00, 30.00
23/09/2011 00:00,405.03,  0.00,  0.00,  4.05,  0.87,  2.50,  1.00,300.00, 30.00
24/09/2011 00:00,415.69,  0.00,  0.00,  4.16,  0.87,  2.50,  1.00,300.00, 30.00
25/09/2011 00:00,426.46,  0.00,  0.00,  4.26,  0.88,  2.50,  1.00,300.00, 30.00
26/09/2011 00:00,436.59,  0.00,  0.00,  4.37,  0.89,  2.50,  1.00,300.00, 30.00
27/09/2011 00:00,446.41,  0.00,  0.00,  4.46,  0.89,  2.50,  1.00,300.00, 30.00
28/09/2011 00:00,455.81,  0.00,  0.00,  4.56,  0.90,  2.50,  1.00,300.00, 30.00
29/09/2011 00:00,465.07,  0.00,  0.00,  4.65,  0.90,  2.50,  1.00,300.00, 30.00
30/09/2011 00:00,474.03,  0.00,  0.00,  4.74,  0.91,  2.50,  1.00,300.00, 30.00
01/10/2011 00:00,482.84,  0.00,  0.00,  4.83,  0.91,  2.50,  1.00,300.00, 30.00
02/10/2011 00:00,491.13,  0.00,  0.00,  4.91,  0.91,  2.50,  1.00,300.00, 30.00
03/10/2011 00:00,499.07,  0.00,  0.00,  4.99,  0.92,  2.50,  1.00,300.00, 30.00
04/10/2011 00:00,506.95,  0.00,  0.00,  5.07,  0.92,  2.50,  1.00,300.00, 30.00
05/10/2011 00:00,513.97,  0.00,  0.00,  5.14,  0.92,  2.50,  1.00,300.00, 30.00
06/10/2011 00:00,520.74,  0.00,  0.00,  5.21,  0.93,  2.50,  1.00,300.00, 30.00
07/10/2011 00:00,527.45,  0.00,  0.00,  5.27,  0.93,  2.50,  1.00,300.00, 30.00
08/10/2011 00:00,527.56,  0.00,  0.00,  5.28,  0.93,  2.50,  1.00,300.00, 30.00
09/10/2011 00:00,521.99,  0.00,  0.00,  5.22,  0.93,  2.50,  1.00,300.00, 30.00
10/10/2011 00:00,535.48,  0.00,  0.00,  5.35,  0.93,  2.50,  1.00,300.00, 30.00
11/10/2011 00:00,540.08,  0.00,  0.00,  5.40,  0.93,  2.50,  1.00,300.00, 30.00
12/10/2011 00:00,543.80,  0.00,  0.00,  5.44,  0.93,  2.50,  1.00,300.00, 30.00
13/10/2011 00:00,547.29,  0.00,  0.00,  5.47,  0.94,  2.50,  1.00,300.00, 30.00
14/10/2011 00:00, 50.36,  0.00,  0.00,  0.50,  0.22,  2.50,  1.00,300.00, 30.00
15/10/2011 00:00, 52.76,  0.00,  0.00,  0.53,  0.23,  2.50,  1.00,300.00, 30.00
16/10/2011 00:00, 54.60,  0.00,  0.00,  0.55,  0.24,  2.50,  1.00,300.00, 30.00
17/10/2011 00:00, 56.76,  0.00,  0.00,  0.57,  0.25,  2.50,  1.00,300.00, 30.00
18/10/2011 00:00, 58.82,  0.00,  0.00,  0.59,  0.25,  2.50,  1.00,300.00, 30.00
19/10/2011 00:00, 61.11,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
20/10/2011 00:00, 60.70,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
21/10/2011 00:00, 62.66,  0.00,  0.00,  0.63,  0.27,  2.50,  1.00,300.00, 30.00
22/10/2011 00:00, 61.99,  0.00,  0.00,  0.62,  0.27,  2.50,  1.00,300.00, 30.00
23/10/2011 00:00, 61.17,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
24/10/2011 00:00, 60.97,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
25/10/2011 00:00, 60.62,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
26/10/2011 00:00, 59.94,  0.00,  0.00,  0.60,  0.26,  2.50,  1.00,300.00, 30.00
27/10/2011 00:00, 59.67,  0.00,  0.00,  0.60,  0.26,  2.50,  1.00,300.00, 30.00
28/10/2011 00:00, 59.58,  0.00,  0.00,  0.60,  0.26,  2.50,  1.00,300.00, 30.00
29/10/2011 00:00, 61.42,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
30/10/2011 00:00, 63.75,  0.00,  0.00,  0.64,  0.27,  2.50,  1.00,300.00, 30.00
31/10/2011 00:00, 66.27,  0.00,  0.00,  0.66,  0.28,  2.50,  1.00,300.00, 30.00
01/11/2011 00:00, 68.52,  0.00,  0.00,  0.69,  0.29,  2.50,  1.00,300.00, 30.00
02/11/2011 00:00, 70.05,  0.00,  0.00,  0.70,  0.30,  2.50,  1.00,300.00, 30.00
03/11/2011 00:00, 71.58,  0.00,  0.00,  0.72,  0.30,  2.50,  1.00,300.00, 30.00
04/11/2011 00:00, 71.79,  0.00,  0.00,  0.72,  0.30,  2.50,  1.00,300.00, 30.00
05/11/2011 00:00, 70.95,  0.00,  0.00,  0.71,  0.30,  2.50,  1.00,300.00, 30.00
06/11/2011 00:00, 70.52,  0.00,  0.00,  0.71,  0.30,  2.50,  1.00,300.00, 30.00
